thread_id,event_id,is_rumour,has_replies,max_depth,total_nodes,max_width,leaf_ratio,avg_branching,linearity,width_depth_ratio,first_reply_sec,early_30min_count,early_60min_count,total_duration_hr,burst_ratio,sent_mean,sent_std,sent_min,neg_ratio,avg_negative,avg_positive
552791115599192064,charliehebdo,1,1,2,8,5,0.625,2.3333333333333335,0.25,1.6666666666666667,92.0,6,6,8.363333333333333,0.7174172977281785,-0.07975714285714286,0.45533314917178375,-0.7579,0.42857142857142855,0.1447142857142857,0.121
552791182670327808,charliehebdo,1,1,2,14,11,0.8571428571428571,6.5,0.14285714285714285,3.6666666666666665,67.0,9,12,4.071944444444444,2.210246265093117,-0.018759999999999992,0.3474458879691436,-0.6249,0.3333333333333333,0.07966666666666668,0.07713333333333333
552791196247269378,charliehebdo,1,1,3,23,17,0.7391304347826086,3.6666666666666665,0.13043478260869565,4.25,76.0,20,20,8.905555555555555,2.245789145352464,-0.20529545454545453,0.47735606729080005,-0.802,0.5,0.21545454545454543,0.0845
552791578893619200,charliehebdo,1,1,2,21,17,0.8095238095238095,5.0,0.09523809523809523,5.666666666666667,23.0,13,13,2.2844444444444445,5.690661478599222,-0.622945,0.28271929625513714,-0.9169,0.9,0.33685,0.0355
552792193992519680,charliehebdo,1,1,2,7,4,0.7142857142857143,3.0,0.2857142857142857,1.3333333333333333,334.0,4,6,0.7519444444444444,5.319541928333949,-0.08193333333333333,0.35750993770181483,-0.8316,0.16666666666666666,0.04683333333333334,0.021666666666666667
552792271243210754,charliehebdo,1,1,18,134,11,0.373134328358209,1.5833333333333333,0.13432835820895522,0.5789473684210527,199.0,28,33,12.883333333333333,2.1733505821474774,-0.11130075187969925,0.5011850095112914,-0.9491,0.44360902255639095,0.12005263157894736,0.08110526315789474
552792544132997121,charliehebdo,1,1,6,18,4,0.6111111111111112,2.4285714285714284,0.3333333333333333,0.5714285714285714,47.0,5,15,1.6172222222222221,3.091721058055651,-0.21612941176470588,0.5141764274514272,-0.9313,0.5882352941176471,0.22435294117647056,0.0763529411764706
552792802309181440,charliehebdo,1,1,2,9,6,0.6666666666666666,2.6666666666666665,0.2222222222222222,2.0,81.0,6,6,2.7616666666666667,2.172601086300543,-0.5342125,0.32833756043704476,-0.9169,0.75,0.23062500000000002,0.033875
552792913910833152,charliehebdo,1,1,2,6,4,0.6666666666666666,2.5,0.3333333333333333,1.3333333333333333,87.0,4,5,0.8183333333333334,4.887983706720977,-0.20366,0.5805452871223743,-0.7184,0.6,0.1332,0.1226
552792988376915969,charliehebdo,1,1,1,16,15,0.9375,15.0,0.0625,7.5,40.0,11,12,5.359444444444445,2.052451539338654,-0.5278499999999999,0.3903384797198452,-0.875,0.875,0.29500000000000004,0.0309375
552793539856588801,charliehebdo,1,1,1,6,5,0.8333333333333334,5.0,0.16666666666666666,2.5,193.0,3,4,1.126111111111111,2.6640355204736066,-0.09468,0.35837464977311106,-0.6289,0.4,0.0934,0.0248
552793551231541249,charliehebdo,1,1,4,27,16,0.6666666666666666,2.888888888888889,0.14814814814814814,3.2,60.0,20,24,2.2447222222222223,8.909788392525677,-0.10206153846153845,0.41291499411726856,-0.8225,0.38461538461538464,0.11026923076923077,0.073
552793552376569857,charliehebdo,1,1,19,171,18,0.4152046783625731,1.7,0.1111111111111111,0.9,48.0,67,89,15.761388888888888,4.2508944149733,-0.20233976608187132,0.5107447588679265,-0.9504,0.5555555555555556,0.15639181286549708,0.0912923976608187
552793679082311680,charliehebdo,1,1,2,16,9,0.75,3.75,0.125,3.0,303.0,13,15,0.6019444444444444,21.59667743424089,0.03613333333333332,0.5369792431328753,-0.8957,0.26666666666666666,0.1124,0.11240000000000001
552794157484634112,charliehebdo,1,1,12,25,4,0.36,1.5,0.48,0.3076923076923077,321.0,12,16,5.091944444444445,2.3566635753641374,-0.19102916666666667,0.4252843034167131,-0.9186,0.4583333333333333,0.133625,0.069125
552794942759010304,charliehebdo,1,1,1,8,7,0.875,7.0,0.125,3.5,201.0,3,5,3.902222222222222,0.7687927107061504,-0.6544857142857142,0.11381283418178197,-0.8374,1.0,0.26742857142857146,0.0
552795050502270976,charliehebdo,1,1,1,6,5,0.8333333333333334,5.0,0.16666666666666666,2.5,106.0,4,5,0.5013888888888889,7.977839335180056,-0.18719999999999998,0.39915164035739603,-0.6486,0.4,0.09159999999999999,0.027000000000000003
552795566242279424,charliehebdo,1,1,2,4,2,0.5,1.5,0.5,0.6666666666666666,19.0,3,3,0.15472222222222223,19.389587073608617,-0.27140000000000003,0.45835903685502555,-0.9169,0.3333333333333333,0.225,0.10633333333333332
552795585095671808,charliehebdo,1,1,1,5,4,0.8,4.0,0.2,2.0,737.0,1,1,2.3297222222222222,0.42923572195063786,-0.02345,0.19326600192480825,-0.3182,0.25,0.07225000000000001,0.0485
552795693682032640,charliehebdo,1,1,1,9,8,0.8888888888888888,8.0,0.1111111111111111,4.0,20.0,7,8,0.8011111111111111,8.737864077669903,-0.17328749999999998,0.5263677289630795,-0.6935,0.625,0.16925,0.14675
552795773180858368,charliehebdo,1,1,19,103,16,0.44660194174757284,1.7894736842105263,0.18446601941747573,0.8,29.0,51,73,16.461666666666666,3.098106712564544,-0.24156538461538463,0.4475379224948495,-0.9423,0.5961538461538461,0.1598173076923077,0.06910576923076923
552796091255894016,charliehebdo,1,1,2,16,14,0.875,7.5,0.125,4.666666666666667,168.0,4,6,8.62111111111111,0.46397731666451864,-0.31995333333333337,0.39569645919848995,-0.7959,0.7333333333333333,0.20759999999999998,0.04073333333333333
552796863297236992,charliehebdo,1,1,1,6,5,0.8333333333333334,5.0,0.16666666666666666,2.5,61.0,4,4,3.037777777777778,1.3167520117044622,-0.14956,0.5445519905390118,-0.6935,0.6,0.17200000000000001,0.11520000000000001
552797406094716929,charliehebdo,1,1,2,20,15,0.85,6.333333333333333,0.1,5.0,138.0,14,17,1.816111111111111,7.7087794432548185,-0.29962631578947374,0.5005023821827795,-0.9325,0.5263157894736842,0.19057894736842104,0.04678947368421052
552797638807281664,charliehebdo,1,1,8,15,5,0.4666666666666667,1.75,0.5333333333333333,0.5555555555555556,25.0,12,13,1.0797222222222222,11.113969642397736,0.15937857142857143,0.3325760990866203,-0.4767,0.14285714285714285,0.03978571428571428,0.16278571428571428
552798654495354880,charliehebdo,1,1,3,25,14,0.64,2.6666666666666665,0.12,3.5,145.0,22,24,0.8327777777777777,26.417611741160776,-0.05828333333333333,0.38039982876208317,-0.7845,0.2916666666666667,0.07541666666666667,0.07020833333333333
552798891994009601,charliehebdo,1,1,1,7,6,0.8571428571428571,6.0,0.14285714285714285,3.0,43.0,5,5,1.9022222222222223,2.628504672897196,-0.5121833333333333,0.3323117081730478,-0.8671,0.8333333333333334,0.23283333333333334,0.01983333333333333
552799062421164032,charliehebdo,1,1,6,22,9,0.45454545454545453,1.75,0.2727272727272727,1.2857142857142858,272.0,8,10,6.188888888888889,1.2926391382405744,-0.1925714285714286,0.39767872908244145,-0.7059,0.47619047619047616,0.09390476190476191,0.028095238095238093
552799317602615297,charliehebdo,1,1,2,12,10,0.8333333333333334,5.5,0.16666666666666666,3.3333333333333335,92.0,4,7,10.634166666666667,0.3761460700572055,-0.3477545454545455,0.47488762185219124,-0.891,0.6363636363636364,0.2500909090909091,0.08745454545454544
552799591255384065,charliehebdo,1,1,3,11,8,0.7272727272727273,3.3333333333333335,0.2727272727272727,2.0,85.0,9,9,1.6175,5.564142194744977,-0.19749,0.5261974675917778,-0.9432,0.5,0.16160000000000002,0.1068
552799640488517632,charliehebdo,1,1,3,13,10,0.7692307692307693,4.0,0.23076923076923078,2.5,130.0,6,9,6.761388888888889,0.8873916437286882,-0.18038333333333337,0.3889644646008452,-0.743,0.4166666666666667,0.08733333333333333,0.036250000000000004
552800045096259584,charliehebdo,1,1,3,18,12,0.6666666666666666,2.8333333333333335,0.16666666666666666,3.0,405.0,10,14,145.3413888888889,0.06880352579845536,-0.016752941176470592,0.4645111068356734,-0.8072,0.29411764705882354,0.09070588235294116,0.08700000000000001
552801438821515264,charliehebdo,1,1,1,12,11,0.9166666666666666,11.0,0.08333333333333333,5.5,673.0,5,7,8.63861111111111,0.5787967458760732,0.1306,0.3192643248014239,-0.3987,0.09090909090909091,0.05418181818181818,0.0998181818181818
552801829290270720,charliehebdo,1,1,12,33,4,0.36363636363636365,1.5238095238095237,0.36363636363636365,0.3076923076923077,258.0,7,7,2.3319444444444444,3.0017867778439546,0.032778125000000005,0.4509983264480971,-0.8475,0.28125,0.0905625,0.09356249999999999
552801880812691456,charliehebdo,1,1,4,6,2,0.3333333333333333,1.25,0.6666666666666666,0.4,405.0,5,7,0.9927777777777778,5.036373810856183,-0.16765714285714287,0.33229056070658086,-0.7717,0.42857142857142855,0.16399999999999998,0.072
552801954733490176,charliehebdo,1,1,1,3,2,0.6666666666666666,2.0,0.3333333333333333,1.0,64.0,2,2,0.4855555555555556,4.118993135011442,-0.4417,0.4417,-0.8834,0.5,0.2975,0.0
552801958428700672,charliehebdo,1,1,2,12,10,0.8333333333333334,5.5,0.16666666666666666,3.3333333333333335,44.0,11,11,0.3713888888888889,29.61854899027674,-0.3992909090909091,0.4831190959033251,-0.9184,0.6363636363636364,0.2696363636363636,0.055090909090909086
552802128688078848,charliehebdo,1,1,2,11,9,0.8181818181818182,5.0,0.18181818181818182,3.0,104.0,7,10,3.573611111111111,1.9588029537504859,-0.02197500000000006,0.6024437790159344,-0.8779,0.4166666666666667,0.14575000000000002,0.17758333333333332
552802606696136705,charliehebdo,1,1,8,30,14,0.5666666666666667,2.1538461538461537,0.26666666666666666,1.5555555555555556,161.0,29,29,0.32944444444444443,88.02698145025296,-0.17092413793103448,0.48603610243029904,-0.9042,0.5862068965517241,0.16555172413793104,0.09789655172413793
552802654641225728,charliehebdo,1,1,2,8,6,0.75,3.5,0.25,2.0,188.0,6,6,2.8966666666666665,2.0713463751438437,-0.26374285714285717,0.5727577145633542,-0.8439,0.5714285714285714,0.18457142857142858,0.11285714285714286
552803839490150400,charliehebdo,1,1,2,15,13,0.8666666666666667,7.0,0.13333333333333333,4.333333333333333,37.0,9,12,34.00694444444444,0.2646518276495814,-0.18746666666666664,0.3960552312774346,-0.8439,0.3333333333333333,0.15613333333333335,0.0534
552804394727927808,charliehebdo,1,1,1,7,6,0.8571428571428571,6.0,0.14285714285714285,3.0,53.0,5,6,4.509166666666666,1.1088523378303456,-0.41607142857142854,0.5462079868492946,-0.938,0.7142857142857143,0.28685714285714287,0.10142857142857144
552804408233193473,charliehebdo,1,1,1,4,3,0.75,3.0,0.25,1.5,2043.0,0,1,3.6025,0.0,-0.7707333333333333,0.018149074050454708,-0.7964,1.0,0.33,0.0
552804668951511041,charliehebdo,1,0,0,1,1,1.0,0.0,1.0,1.0,,0,0,0.0,,-0.9201,0.0,-0.9201,1.0,0.602,0.0
552804763461775360,charliehebdo,1,1,1,5,4,0.8,4.0,0.2,2.0,71.0,4,4,0.10527777777777778,37.99472295514512,-0.66895,0.08901905694849842,-0.7717,1.0,0.3995,0.03625
552804839886184448,charliehebdo,1,1,1,10,9,0.9,9.0,0.1,4.5,231.0,7,7,3.2888888888888888,2.1283783783783785,-0.6372777777777778,0.19523018196635808,-0.9817,1.0,0.29866666666666664,0.020666666666666667
552805267990413312,charliehebdo,1,1,1,18,17,0.9444444444444444,17.0,0.05555555555555555,8.5,327.0,7,11,13.294444444444444,0.5265357292101964,-0.11759411764705882,0.2578622830586541,-0.7717,0.23529411764705882,0.08358823529411763,0.02988235294117647
552805488631758849,charliehebdo,1,1,18,93,12,0.3655913978494624,1.5593220338983051,0.1935483870967742,0.631578947368421,51.0,31,82,49.74861111111111,0.6231329741198806,-0.17366363636363633,0.5272543699939204,-0.9313,0.5545454545454546,0.18112727272727275,0.1248
552805596198871040,charliehebdo,1,1,2,14,12,0.8571428571428571,6.5,0.14285714285714285,4.0,58.0,7,7,5.527222222222222,1.266458940597045,-0.2759307692307692,0.37822781166222147,-0.8519,0.46153846153846156,0.17223076923076922,0.05723076923076923
552805619301097472,charliehebdo,1,1,2,10,7,0.7,3.0,0.2,2.3333333333333335,488.0,2,2,34.70305555555556,0.05763181276064387,-0.007600000000000002,0.4264391059824499,-0.5574,0.5555555555555556,0.08611111111111111,0.08155555555555555
552805735885991936,charliehebdo,1,1,1,2,1,0.5,1.0,0.5,0.5,946.0,1,1,0.2627777777777778,3.8054968287526427,-0.7783,0.0,-0.7783,1.0,0.405,0.0
552806117328568321,charliehebdo,1,1,1,4,3,0.75,3.0,0.25,1.5,25.0,3,3,0.2872222222222222,10.444874274661508,-0.6600333333333334,0.1368328745424708,-0.8519,1.0,0.307,0.06666666666666667
552806309540528128,charliehebdo,1,1,7,40,13,0.525,2.0526315789473686,0.175,1.625,73.0,28,33,27.829722222222223,1.0061185582959864,-0.1717589743589744,0.4735718848409061,-0.9018,0.5384615384615384,0.19166666666666665,0.11235897435897432
552806757672964097,charliehebdo,1,1,2,13,11,0.8461538461538461,6.0,0.15384615384615385,3.6666666666666665,129.0,8,9,6.54,1.2232415902140672,-0.32505,0.4394983873690551,-0.907,0.4166666666666667,0.20741666666666667,0.07933333333333333
552806937470201856,charliehebdo,1,1,3,18,14,0.8333333333333334,5.666666666666667,0.16666666666666666,3.5,94.0,10,15,3.1822222222222223,3.142458100558659,-0.009647368421052623,0.42187091236965024,-0.9313,0.3157894736842105,0.12447368421052633,0.126
552807027781947393,charliehebdo,1,1,2,20,15,0.8,4.75,0.1,5.0,134.0,12,17,2.673888888888889,4.487845418657802,-0.16675238095238096,0.45031912665093893,-0.8225,0.38095238095238093,0.12457142857142858,0.07023809523809524
552807210041212928,charliehebdo,1,1,1,2,1,0.5,1.0,0.5,0.5,368.0,1,1,0.10222222222222223,9.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0
552807528070131712,charliehebdo,1,1,5,18,13,0.7222222222222222,3.4,0.2777777777777778,2.1666666666666665,323.0,9,10,16.83361111111111,0.5346446428276761,-0.2500294117647059,0.45957528828858535,-0.8807,0.5882352941176471,0.16294117647058823,0.07370588235294118
552807834434699264,charliehebdo,1,1,3,20,14,0.8,4.75,0.15,3.5,159.0,13,19,0.5947222222222223,21.85894441849603,-0.3675263157894737,0.40440860374275356,-0.8625,0.7368421052631579,0.21426315789473682,0.06757894736842104
552808071387701248,charliehebdo,1,1,19,110,13,0.39090909090909093,1.5671641791044777,0.17272727272727273,0.65,42.0,16,25,9.018888888888888,1.774054453615868,-0.16746605504587153,0.48682351646894545,-0.98,0.5504587155963303,0.13922935779816514,0.10146788990825689
552808282398924800,charliehebdo,1,1,6,18,8,0.5,1.8888888888888888,0.3333333333333333,1.1428571428571428,494.0,4,4,36.21527777777778,0.11045062320230105,-0.17040588235294118,0.5115314348003721,-0.8718,0.5294117647058824,0.13552941176470587,0.07735294117647058
552808620187217920,charliehebdo,1,1,1,5,4,0.8,4.0,0.2,2.0,197.0,4,4,0.36944444444444446,10.827067669172932,-0.29425,0.3046845622935301,-0.7003,0.5,0.13075,0.0
552808904137408512,charliehebdo,1,1,1,4,3,0.75,3.0,0.25,1.5,85.0,2,2,1.353611111111111,1.4775292427662632,-0.2394666666666667,0.33865700773627716,-0.7184,0.3333333333333333,0.10533333333333333,0.0
552809418417790976,charliehebdo,1,1,6,26,16,0.6923076923076923,3.125,0.23076923076923078,2.2857142857142856,329.0,15,21,5.842222222222222,2.5675161658425254,-0.07063461538461538,0.4480693987648202,-0.8689,0.38461538461538464,0.1268076923076923,0.09646153846153846
552810138114195456,charliehebdo,1,1,2,5,3,0.6,2.0,0.4,1.0,401.0,2,2,25.29722222222222,0.07906006368727353,-0.439875,0.4119171723477913,-0.7096,0.75,0.23149999999999998,0.0275
552810448324943872,charliehebdo,1,1,2,19,17,0.8947368421052632,9.0,0.10526315789473684,5.666666666666667,42.0,19,19,0.47944444444444445,39.62920046349942,-0.2660736842105263,0.43322878949155874,-0.8783,0.631578947368421,0.1901578947368421,0.07857894736842104
552810804186460161,charliehebdo,1,1,3,21,17,0.8095238095238095,5.0,0.14285714285714285,4.25,63.0,15,20,0.7083333333333334,21.176470588235293,-0.21231,0.44668102478166677,-0.802,0.55,0.19870000000000002,0.11655
552811386259386370,charliehebdo,1,1,1,19,18,0.9473684210526315,18.0,0.05263157894736842,9.0,43.0,15,17,1.6658333333333333,9.004502251125563,-0.4025944444444445,0.49853522607314565,-0.93,0.6111111111111112,0.20511111111111113,0.03933333333333333
552812682626465792,charliehebdo,1,1,5,14,8,0.5714285714285714,2.1666666666666665,0.35714285714285715,1.3333333333333333,51.0,3,4,22.18861111111111,0.13520449680141214,-0.11601874999999998,0.445938926898558,-0.8885,0.375,0.1323125,0.095625
552813461953323008,charliehebdo,1,1,10,39,10,0.5384615384615384,2.111111111111111,0.2564102564102564,0.9090909090909091,133.0,13,31,1.0952777777777778,11.869135176261729,-0.07846315789473685,0.4678714209453236,-0.9537,0.34210526315789475,0.09921052631578949,0.09776315789473684
552813494345940992,charliehebdo,1,1,2,8,5,0.625,2.3333333333333335,0.25,1.6666666666666667,597.0,5,7,0.8180555555555555,6.112054329371817,-0.3130142857142858,0.5729235437113538,-0.9062,0.5714285714285714,0.22557142857142856,0.07985714285714285
552813549291315200,charliehebdo,1,1,1,7,6,0.8571428571428571,6.0,0.14285714285714285,3.0,263.0,4,4,1.8305555555555555,2.1851289833080427,-0.12528333333333333,0.391085312162051,-0.7906,0.3333333333333333,0.1235,0.07766666666666668
552814494381256704,charliehebdo,1,1,1,11,10,0.9090909090909091,10.0,0.09090909090909091,5.0,76.0,9,10,0.6730555555555555,13.371853074700786,-0.1072,0.6612245654843746,-0.8225,0.5,0.1969,0.1392
552814767417876480,charliehebdo,1,1,1,8,7,0.875,7.0,0.125,3.5,727.0,3,5,2.006666666666667,1.4950166112956809,-0.061957142857142856,0.38793929516703235,-0.5574,0.42857142857142855,0.0652857142857143,0.06799999999999999
552815182708494336,charliehebdo,1,1,1,5,4,0.8,4.0,0.2,2.0,483.0,2,3,1.0361111111111112,1.9302949061662196,0.0683,0.11829907015695432,0.0,0.0,0.0,0.103
552815274848964608,charliehebdo,1,1,1,5,4,0.8,4.0,0.2,2.0,43.0,3,3,4.7572222222222225,0.6306201097746117,-0.517025,0.30696687423075475,-0.7882,0.75,0.2695,0.0
552815540721291265,charliehebdo,1,1,2,7,5,0.7142857142857143,3.0,0.2857142857142857,1.6666666666666667,609.0,3,5,1.6680555555555556,1.7985012489592005,0.03975000000000001,0.3720727650608144,-0.6597,0.16666666666666666,0.04533333333333334,0.08283333333333333
552816020403269632,charliehebdo,1,1,1,6,4,0.8333333333333334,4.0,0.16666666666666666,2.0,436.0,3,4,1.0563888888888888,2.839863265842756,-0.23032,0.28378738097385514,-0.6249,0.4,0.1476,0.0252
552816302780579840,charliehebdo,1,1,4,23,14,0.6956521739130435,3.142857142857143,0.17391304347826086,2.8,382.0,10,15,3.495833333333333,2.860548271752086,-0.3595136363636363,0.4358326568925848,-0.7925,0.7272727272727273,0.19654545454545455,0.07418181818181818
552816600995614721,charliehebdo,1,1,2,4,2,0.5,1.5,0.5,0.6666666666666666,189.0,3,3,0.14194444444444446,21.135029354207436,-0.1820333333333333,0.2758785038543034,-0.5719,0.3333333333333333,0.15966666666666665,0.111
552816932643405824,charliehebdo,1,1,1,7,6,0.8571428571428571,6.0,0.14285714285714285,3.0,133.0,4,4,4.549166666666666,0.8792819197655248,-0.4174,0.34544182337020707,-0.8718,0.6666666666666666,0.19983333333333334,0.03966666666666666
552817101057318913,charliehebdo,1,1,1,3,2,0.6666666666666666,2.0,0.3333333333333333,1.0,1166.0,1,2,0.8427777777777777,1.1865524060646013,-0.3715,0.3715,-0.743,0.5,0.1355,0.0395
